75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,240,0,400
75,239,1,400
75,239,1,400
75,239,1,400
75,239,1,400
75,239,1,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,238,2,400
75,237,3,400
75,237,3,400
75,237,3,400
75,237,3,400
75,237,3,400
75,237,3,400
75,237,3,400
75,237,3,400
75,237,3,400
75,236,4,400
75,236,4,400
74,236,4,400
74,236,4,400
74,235,5,400
74,235,5,400
74,235,5,400
74,235,5,400
74,234,6,400
74,234,6,400
74,234,6,400
74,234,6,400
74,234,6,400
74,234,6,400
74,234,6,400
74,233,7,400
74,233,7,400
74,233,7,400
74,232,8,400
74,232,8,400
74,232,8,400
74,232,8,400
74,232,8,400
74,232,8,400
74,231,9,400
74,231,9,400
74,231,9,400
74,231,9,400
74,231,9,400
74,231,9,400
74,231,10,400
75,230,10,400
75,229,11,400
75,228,12,400
75,228,12,400
75,228,12,400
75,228,12,400
75,227,13,400
75,226,14,400
75,226,14,400
75,226,14,400
75,226,14,400
75,226,14,400
75,226,14,400
75,226,14,400
75,225,15,400
74,225,15,400
74,224,16,400
74,224,16,400
74,224,19,400
77,224,16,400
77,224,16,400
77,224,16,400
77,223,17,400
77,222,18,400
77,222,18,400
76,222,19,400
77,222,18,400
77,222,18,400
77,222,18,400
77,222,18,400
77,222,18,400
77,222,18,400
77,220,20,400
77,219,21,400
77,219,21,400
77,219,21,400
77,218,22,400
77,218,22,400
77,218,22,400
76,218,22,400
76,218,22,400
76,216,24,400
76,216,24,400
76,216,24,400
76,216,24,400
76,216,24,400
76,215,25,400
76,215,25,400
76,214,26,400
75,214,28,400
77,214,26,400
77,212,28,400
77,211,29,400
77,210,30,400
77,210,30,400
77,209,31,400
77,208,31,400
77,208,31,400
77,208,31,400
76,206,33,400
76,206,33,400
76,206,33,400
76,206,34,400
77,206,33,400
77,206,35,400
79,206,33,400
78,205,34,400
78,205,34,400
78,205,34,400
78,205,34,400
77,205,36,400
79,205,34,400
79,205,34,400
79,205,34,400
79,204,34,400
79,204,34,400
78,204,34,400
78,204,34,400
78,204,34,400
78,204,34,400
78,203,35,400
77,201,37,400
77,201,37,400
77,201,37,400
77,200,38,400
77,200,38,400
77,200,38,400
77,200,38,400
77,199,39,400
77,198,40,400
77,198,39,400
77,198,39,400
77,198,39,400
77,196,41,400
77,196,41,400
77,195,43,400
78,195,42,400
78,195,42,400
77,195,45,400
80,195,42,400
78,195,42,400
78,194,43,400
78,194,46,400
81,194,43,400
81,194,42,400
81,193,43,400
81,193,42,400
81,193,42,400
81,192,43,400
81,192,43,400
81,191,44,400
81,191,44,400
80,191,43,400
79,190,44,400
79,190,44,400
79,190,44,400
79,189,45,400
79,189,45,400
79,189,45,400
81,189,43,400
81,189,43,400
81,189,43,400
81,187,45,400
79,187,45,400
78,186,46,400
78,186,46,400
78,186,46,400
78,186,46,400
78,186,46,400
78,186,46,400
78,186,46,400
78,186,46,400
78,185,47,400
78,185,47,400
76,185,47,400
76,183,49,400
76,182,51,400
77,182,50,400
77,182,50,400
77,182,50,400
77,180,52,400
77,180,52,400
77,180,52,400
77,180,52,400
77,179,56,400
80,179,53,400
80,178,55,400
81,178,54,400
81,178,54,400
81,178,54,400
81,177,55,400
81,177,55,400
81,176,56,400
81,176,56,400
81,176,56,400
81,176,56,400
81,175,57,400
81,172,60,400
81,172,60,400
81,171,61,400
81,171,61,400
81,171,61,400
81,170,62,400
81,170,62,400
80,168,64,400
80,167,65,400
80,167,65,400
80,167,65,400
80,167,65,400
80,167,65,400
80,167,65,400
80,165,67,400
80,165,67,400
80,165,67,400
80,165,70,400
82,165,67,400
81,165,66,400
81,165,66,400
81,164,67,400
81,164,66,400
80,164,65,400
80,163,67,400
79,163,66,400
79,163,66,400
77,163,66,400
77,162,67,400
77,162,67,400
77,162,67,400
77,162,67,400
76,162,67,400
76,162,67,400
76,162,67,400
76,161,68,400
75,161,68,400
75,161,71,400
78,160,69,400
77,159,70,400
77,157,72,400
77,157,71,400
77,156,71,400
77,156,70,400
77,156,70,400
77,156,70,400
77,154,72,400
77,153,73,400
77,153,73,400
76,152,74,400
75,150,76,400
75,150,76,400
75,150,76,400
74,150,76,400
74,150,76,400
74,150,76,400
74,150,76,400
74,149,77,400
73,149,77,400
73,148,78,400
73,147,79,400
73,147,79,400
73,147,79,400
72,147,79,400
72,147,79,400
71,147,79,400
69,146,80,400
69,146,79,400
69,145,80,400
69,145,80,400
69,145,80,400
69,143,82,400
69,141,83,400
69,141,83,400
69,141,83,400
68,140,86,400
70,138,86,400
70,138,85,400
70,136,87,400
69,136,87,400
69,136,87,400
69,136,87,400
69,136,86,400
69,135,87,400
69,134,88,400
69,134,88,400
69,134,88,400
69,134,88,400
68,133,88,400
68,133,88,400
68,132,89,400
68,132,89,400
68,132,91,400
69,132,89,400
69,131,90,400
69,131,90,400
68,129,91,400
68,129,91,400
67,127,93,400
67,126,94,400
67,126,93,400
67,125,94,400
66,125,93,400
65,124,94,400
65,124,94,400
65,123,96,400
66,123,95,400
66,122,95,400
66,121,99,400
69,120,97,400
69,120,97,400
69,120,97,400
69,120,97,400
69,120,97,400
69,119,98,400
