80,320,0
80,320,0
72,300,20
69,286,32
67,278,40
66,269,47
64,252,62
63,248,55
62,241,60
62,232,67
61,225,72
61,223,71
59,219,73
57,214,76
56,212,76
56,212,76
56,210,80
55,210,79
55,208,81
56,204,85
56,203,82
56,202,85
58,199,87
58,199,86
60,196,89
60,196,88
63,195,88
63,192,88
62,192,87
61,191,89
63,188,90
60,185,91
60,182,92
60,178,95
62,177,91
60,174,93
60,174,90
60,173,91
58,173,88
58,171,88
60,172,90
62,168,81
62,168,71
62,169,68
61,171,64
61,170,62
61,169,61
61,167,58
61,167,51
61,165,52
61,165,47
61,164,45
61,164,44
62,163,43
62,163,41
62,167,39
62,168,40
63,169,42
66,168,38
66,169,37
65,169,34
64,169,33
61,168,33
61,166,30
60,167,30
59,165,31
59,163,31
58,159,32
58,157,33
62,157,31
62,155,31
62,154,30
62,154,30
62,153,30
62,152,31
63,150,33
63,151,35
63,148,37
64,151,34
65,148,36
65,144,36
65,143,34
65,141,35
63,138,38
63,137,38
64,137,41
66,139,37
66,138,41
68,138,39
67,137,40
67,135,40
67,142,38
67,138,41
67,137,43
67,137,45
66,137,45
66,136,48
66,134,48
66,132,51
66,131,50
65,131,53
65,134,53
64,133,56
64,135,56
64,133,57
64,131,58
64,131,55
64,128,55
64,128,54
64,127,53
64,125,54
64,128,52
66,126,53
65,126,53
65,121,56
64,119,56
64,126,56
64,126,55
64,123,55
64,121,54
64,121,52
63,119,51
63,117,52
63,118,49
63,120,48
63,119,48
63,119,48
65,119,47
68,119,47
71,119,46
71,119,45
71,117,43
71,117,41
70,116,38
70,116,33
70,113,35
70,113,33
70,113,32
70,114,33
70,113,31
73,113,29
73,117,26
73,117,25
73,115,25
76,115,23
76,114,24
76,112,24
76,112,23
76,111,24
76,114,23
76,114,23
75,116,22
75,115,23
75,114,24
74,114,21
74,113,22
74,117,20
73,116,21
73,116,20
72,116,20
75,114,21
75,113,19
77,113,19
77,112,20
76,115,20
76,114,20
77,114,20
76,112,20
76,114,19
76,111,21
75,110,21
75,113,21
75,116,21
75,116,21
75,120,21
75,119,20
75,117,21
75,119,20
75,118,20
75,117,23
75,115,24
75,114,25
75,115,24
77,114,24
77,113,24
76,112,23
76,111,23
75,113,22
75,112,23
75,112,25
75,108,28
75,106,29
75,105,27
76,104,27
76,106,26
76,106,26
76,104,28
79,107,27
81,106,28
81,108,27
80,105,28
