65,117,0,640
65,118,0,540
65,118,0,539
65,118,0,539
65,121,0,539
65,120,1,540
65,120,1,539
65,119,2,539
65,121,2,540
65,124,2,539
65,124,2,539
65,126,4,540
65,126,4,540
65,127,5,541
65,129,6,541
65,128,7,540
65,127,8,540
65,127,8,540
65,126,9,541
65,126,9,541
65,126,9,555
65,125,10,551
65,125,11,551
65,125,11,550
65,125,11,550
65,125,11,551
65,125,11,551
65,128,11,552
65,127,12,551
65,131,12,551
65,139,12,550
65,139,12,550
65,139,12,550
65,136,15,549
66,134,17,549
66,138,17,549
66,138,17,549
66,136,19,548
66,135,20,548
66,135,20,548
66,134,21,562
66,133,22,558
66,133,22,558
66,132,23,558
66,132,23,558
66,139,23,558
66,137,25,558
66,136,26,558
66,135,27,556
66,135,27,556
65,134,28,556
65,133,29,555
65,136,29,555
65,139,29,555
65,138,31,554
65,138,31,553
65,136,33,554
65,139,33,555
65,138,34,556
65,137,35,556
66,137,35,567
68,136,36,566
68,136,36,565
68,135,37,565
68,137,38,566
68,137,37,565
68,135,40,565
68,135,40,566
68,133,42,566
68,133,42,566
68,131,44,566
68,135,44,566
69,133,46,565
69,133,46,565
69,132,47,566
69,132,47,567
69,129,50,566
69,127,52,566
69,126,53,568
69,126,53,568
69,125,54,576
69,129,54,574
69,129,54,573
70,129,54,574
70,129,54,572
70,126,57,572
72,124,58,573
72,124,58,574
72,123,58,574
72,123,58,575
72,121,60,576
72,120,61,577
72,120,61,576
72,120,61,577
73,119,62,576
73,119,62,576
73,119,62,575
73,118,63,575
72,116,65,575
72,117,65,576
72,116,66,589
72,115,67,584
74,115,67,586
74,115,67,588
74,115,67,587
74,114,68,588
74,113,69,589
74,112,70,587
74,111,70,587
74,109,71,587
74,109,71,587
74,109,71,587
74,109,71,589
74,110,73,591
74,109,74,592
74,108,74,594
74,108,74,595
74,108,74,595
74,107,75,596
74,106,76,596
74,105,77,613
74,105,77,607
74,105,77,608
74,104,78,608
74,104,77,609
74,103,78,608
74,103,77,610
74,103,77,609
74,103,76,609
74,102,77,610
74,101,78,610
74,100,79,613
74,100,79,613
74,100,79,614
74,99,80,614
75,99,79,617
75,98,80,616
75,98,80,615
76,97,81,615
78,96,81,614
80,96,81,620
80,96,80,618
80,95,80,619
82,93,81,621
82,93,81,623
82,91,83,625
81,91,83,627
81,89,85,625
81,89,85,626
80,88,86,628
80,87,87,628
80,87,87,627
80,87,86,627
80,86,87,628
80,85,88,629
80,85,88,628
80,84,89,629
80,84,89,629
80,84,89,631
80,84,89,631
80,84,89,652
80,84,89,646
80,83,90,647
79,81,91,648
79,80,92,647
79,78,94,646
79,78,94,648
79,78,94,650
80,77,94,652
82,77,94,649
81,77,93,649
81,76,93,650
81,76,93,652
81,76,93,653
83,76,91,653
83,76,91,658
82,76,91,655
82,76,91,656
82,76,91,656
82,76,91,656
82,75,92,685
82,74,93,674
82,73,94,676
82,73,94,677
81,73,94,675
81,73,94,677
80,72,93,679
80,71,94,681
80,71,94,683
80,71,94,686
80,69,96,686
80,69,95,688
80,69,95,690
80,69,95,690
80,69,95,692
80,69,94,693
80,69,93,694
80,69,93,696
80,68,94,697
80,68,94,696
80,68,93,728
80,72,93,714
80,71,93,715
80,71,92,718
80,71,91,719
80,70,91,720
80,70,91,722
80,69,91,723
80,68,91,725
80,68,90,727
80,70,90,727
80,70,90,729
80,69,89,729
80,68,90,731
80,67,91,733
80,67,91,736
80,67,91,738
80,67,91,738
80,65,92,739
80,65,90,739
80,65,90,760
80,65,90,757
80,64,91,759
80,64,90,762
80,64,89,765
80,64,89,766
80,64,89,767
80,63,89,767
80,65,90,768
80,64,91,770
80,64,90,771
80,64,89,771
80,64,88,773
80,64,87,775
80,63,88,775
80,63,87,778
80,63,87,777
79,63,87,777
79,63,87,780
79,63,86,781
79,63,86,802
79,64,87,798
79,64,86,800
79,64,86,801
79,63,87,805
79,63,87,813
79,63,87,813
80,63,86,819
80,63,86,818
80,62,85,819
80,61,84,821
80,60,85,820
